,provnum,name,address,city,state,zip,county,bedcert,ownership,employee_cases,resident_cases,resident_deaths,cna_hprd,lpn_hprd,rn_hprd,total_hprd,full_address_from_csv,google_address,google_long,google_lat
347,395440,MANORCARE HEALTH SERVICES-CAMP HILL,1700 MARKET STREET,CAMP HILL,PA,17011,CUMBERLAND,123,Non profit - Other,0,0,0,1.89882,1.00916,0.61895,3.52693,"1700 MARKET STREET, CAMP HILL, PA, , 17011, USA","1700 Market St, Camp Hill, PA 17011, USA",-76.9132569,40.2404015
348,395442,MANORCARE HEALTH SERVICES-YORK NORTH,1770 BARLEY ROAD,YORK,PA,17408,YORK,161,Non profit - Corporation,0,0,0,2.05789,0.7290800000000001,0.49867,3.2856300000000003,"1770 BARLEY ROAD, YORK, PA, , 17408, USA","1770 Barley Rd, York, PA 17404, USA",-76.7792312,39.9795951
349,395445,MESSIAH LIFEWAYS AT MESSIAH VILLAGE,100 MOUNT ALLEN DRIVE,MECHANICSBURG,PA,17055,CUMBERLAND,184,Non profit - Church related,*,0,0,3.02351,0.93242,0.7936300000000001,4.7495699999999985,"100 MOUNT ALLEN DRIVE, MECHANICSBURG, PA, , 17055, USA","100 Mt Allen Dr, Mechanicsburg, PA 17055, USA",-76.9778757,40.1855845
350,395448,BUCKTAIL MEDICAL CENTER,1001 PINE STREET,RENOVO,PA,17764,CLINTON,43,Non profit - Corporation,0,0,0,2.3393,0.8439,0.8351200000000001,4.01832,"1001 PINE STREET, RENOVO, PA, , 17764, USA","1001 Pine St, Renovo, PA 17764, USA",-77.73682099999999,41.327927
351,395451,MANORCARE HEALTH SERVICES-DALLASTOWN,100 WEST QUEEN STREET,DALLASTOWN,PA,17313,YORK,202,Non profit - Other,0,*,*,1.70795,0.75862,0.57325,3.03983,"100 WEST QUEEN STREET, DALLASTOWN, PA, , 17313, USA","100 W Queen St, Dallastown, PA 17313, USA",-76.6469116,39.8987456
352,395456,"GARDENS AT WYOMING VALLEY, THE",50 N. PENNSYLVANIA AVE.,WILKES BARRE,PA,18701,LUZERNE,120,For profit - Corporation,8,27,*,1.8716,0.82855,0.55047,3.25062,"50 N. PENNSYLVANIA AVE., WILKES BARRE, PA, , 18701, USA","50 N Pennsylvania Ave, Wilkes-Barre, PA 18701, USA",-75.87831249999999,41.2446073
353,395458,CLARVIEW NURSING AND REHABILITATION CENTER,14663 ROUTE 68,SLIGO,PA,16255,CLARION,120,Non profit - Corporation,0,0,0,2.37784,1.11538,0.5623600000000001,4.05558,"14663 ROUTE 68, SLIGO, PA, , 16255, USA","14663 PA-68, Sligo, PA 16255, USA",-79.4637965,41.1126117
354,395460,CHRIST THE KING MANOR,1100 WEST LONG AVENUE,DUBOIS,PA,15801,CLEARFIELD,160,Non profit - Church related,No Data,No Data,No Data,2.72411,1.09706,0.47024,4.2914,"1100 WEST LONG AVENUE, DUBOIS, PA, , 15801, USA","1100 W Long Ave, DuBois, PA 15801, USA",-78.785044,41.128026
355,395462,"BROOKMONT HEALTHCARE CENTER, LLC",510 BROOKMONT DRIVE,EFFORT,PA,18330,MONROE,119,For profit - Corporation,0,0,0,1.79393,0.8966,0.61583,3.30636,"510 BROOKMONT DRIVE, EFFORT, PA, , 18330, USA","510 Brookmont Dr, Effort, PA 18330, USA",-75.426734,40.9239499
356,395466,MILFORD HEALTHCARE AND REHABILITATION CENTER,264 ROUTE 6 & 209,MILFORD,PA,18337,PIKE,80,For profit - Corporation,0,0,0,1.62176,0.72837,0.68174,3.03188,"264 ROUTE 6 & 209, MILFORD, PA, , 18337, USA","264 us-6, Milford, PA 18337, USA",-74.74256439999999,41.3484928
357,395467,CATHEDRAL VILLAGE,600 EAST CATHEDRAL ROAD,PHILADELPHIA,PA,19128,PHILADELPHIA,133,Non profit - Corporation,*,*,*,2.23307,0.80643,0.93242,3.97192,"600 EAST CATHEDRAL ROAD, PHILADELPHIA, PA, , 19128, USA","600 E Cathedral Rd, Philadelphia, PA 19128, USA",-75.2420629,40.0645912
358,395469,ELIZABETH MANOR HEALTHCARE AND REHABILITATION CENTER,320 SOUTH MARKET STREET,ELIZABETHTOWN,PA,17022,LANCASTER,73,For profit - Corporation,0,0,0,1.6840700000000002,1.04316,0.58823,3.31546,"320 SOUTH MARKET STREET, ELIZABETHTOWN, PA, , 17022, USA","320 S Market St, Elizabethtown, PA 17022, USA",-76.6035868,40.1473292
359,395471,PREMIER ARMSTRONG REHABILITATION AND NURSING FACILITY,265 SOUTH MCKEAN STREET,KITTANNING,PA,16201,ARMSTRONG,115,For profit - Partnership,0,0,0,1.7951,1.02027,0.54928,3.36464,"265 SOUTH MCKEAN STREET, KITTANNING, PA, , 16201, USA","265 S McKean St, Kittanning, PA 16201, USA",-79.5165119,40.8122127
360,395473,PENNSWOOD VILLAGE,ROUTE 413,NEWTOWN,PA,18940,BUCKS,53,Non profit - Corporation,5,*,0,2.39689,0.91086,1.3602299999999998,4.66797,"ROUTE 413, NEWTOWN, PA, , 18940, USA","PA-413, Pennsylvania, USA",-74.9316698,40.216783
361,395474,ELMWOOD GARDENS OF PRESBYTERIAN SENIORCARE,2628 ELMWOOD AVENUE,ERIE,PA,16508,ERIE,51,Non profit - Corporation,*,0,0,2.29205,0.78166,0.98263,4.0563400000000005,"2628 ELMWOOD AVENUE, ERIE, PA, , 16508, USA","2628 Elmwood Ave, Erie, PA 16508, USA",-80.1005869,42.1008491
362,395475,HOMELAND CENTER,1901 NORTH FIFTH STREET,HARRISBURG,PA,17102,DAUPHIN,95,Non profit - Corporation,0,0,0,4.23461,0.93265,0.8265,5.99376,"1901 NORTH FIFTH STREET, HARRISBURG, PA, , 17102, USA","1901 N 5th St, Harrisburg, PA 17102, USA",-76.89002119999999,40.2785545
363,395477,MANORCARE HEALTH SERVICES-LAURELDALE,2125 ELIZABETH AVENUE,LAURELDALE,PA,19605,BERKS,198,Non profit - Corporation,5,*,0,2.0190200000000003,0.48691,0.59546,3.1013900000000003,"2125 ELIZABETH AVENUE, LAURELDALE, PA, , 19605, USA","2125 Elizabeth Ave, Laureldale, PA 19605, USA",-75.9037242,40.392032
364,395480,MAHONING VALLEY NURSING AND REHABILITATION CENTER,397 HEMLOCK DRIVE,LEHIGHTON,PA,18235,CARBON,142,For profit - Corporation,0,0,0,2.70034,0.8919600000000001,0.52454,4.11684,"397 HEMLOCK DRIVE, LEHIGHTON, PA, , 18235, USA","397 Hemlock Dr, Lehighton, PA 18235, USA",-75.7638236,40.8232744
365,395482,NURSING AND REHABILITATION AT THE MANSION,1040-52 MARKET STREET,SUNBURY,PA,17801,NORTHUMBERLAND,70,For profit - Corporation,*,0,0,1.7911099999999998,0.78738,0.64683,3.22531,"1040-52 MARKET STREET, SUNBURY, PA, , 17801, USA","1040 Market St, Sunbury, PA 17801, USA",-76.7843915,40.8594807
366,395484,KADIMA REHABILITATION & NURSING AT LUZERNE,463 NORTH HUNTER HWY,DRUMS,PA,18222,LUZERNE,37,For profit - Corporation,0,0,0,1.94338,0.85545,0.76525,3.56408,"463 NORTH HUNTER HWY, DRUMS, PA, , 18222, USA","463 N Hunter Hwy, Drums, PA 18222, USA",-75.9576414,41.0498983
367,395489,CORRY MANOR,640 WORTH STREET,CORRY,PA,16407,ERIE,121,For profit - Corporation,0,0,0,2.19081,0.62626,0.6661699999999999,3.4832400000000003,"640 WORTH STREET, CORRY, PA, , 16407, USA","640 Worth St, Corry, PA 16407, USA",-79.65078199999999,41.93106
368,395491,"PLEASANT VALLEY MANOR, INC./ MONROE COUNTY HOME",4227 MANOR DRIVE,STROUDSBURG,PA,18360,MONROE,174,Government - County,0,0,0,2.05285,0.78485,0.42638,3.26408,"4227 MANOR DRIVE, STROUDSBURG, PA, , 18360, USA","4227 Manor Dr, Stroudsburg, PA 18360, USA",-75.2872639,40.948405
369,395493,JULIA RIBAUDO EXTENDED CARE CENTER,1404 GOLF PARK DRIVE,LAKE ARIEL,PA,18436,WAYNE,120,For profit - Corporation,0,0,0,1.81626,0.93736,0.46522,3.21884,"1404 GOLF PARK DRIVE, LAKE ARIEL, PA, , 18436, USA","1404 Golf Park Dr, Lake Ariel, PA 18436, USA",-75.3722788,41.4551415
370,395494,SLATE BELT HEALTH & REHABILITATION CENTER,"701 SLATE BELT BLVD, RD 3",BANGOR,PA,18013,NORTHAMPTON,126,For profit - Corporation,*,*,0,1.96266,0.70929,0.49885,3.17079,"701 SLATE BELT BLVD, RD 3, BANGOR, PA, , 18013, USA","701 Slate Belt Blvd, Bangor, PA 18013, USA",-75.2278324,40.8736955
371,395496,WILLOWBROOKE COURT SKILLEDCARECTR AT FORT WASHINGTON ESTATES,735 SUSQUEHANNA ROAD,FORT WASHINGTON,PA,19034,MONTGOMERY,40,For profit - Corporation,5,12,*,2.24192,0.43027,1.07159,3.74378,"735 SUSQUEHANNA ROAD, FORT WASHINGTON, PA, , 19034, USA","735 Susquehanna Rd, Fort Washington, PA 19034, USA",-75.1973539,40.1572973
372,395497,"COMMUNITY AT ROCKHILL, THE",3250 STATE ROAD,SELLERSVILLE,PA,18960,BUCKS,90,Non profit - Church related,*,5,*,2.25822,0.62307,1.28222,4.16352,"3250 STATE ROAD, SELLERSVILLE, PA, , 18960, USA","3250 State Rd, Sellersville, PA 18960, USA",-75.3059155,40.3453689
373,395499,TREMONT HEALTH & REHABILITATION CENTER,44 DONALDSON ROAD,TREMONT,PA,17981,SCHUYLKILL,180,For profit - Corporation,0,0,0,1.91632,0.76407,0.35556,3.03596,"44 DONALDSON ROAD, TREMONT, PA, , 17981, USA","44 Donaldson Rd, Tremont, PA 17981, USA",-76.3965304,40.6328737
374,395500,TWIN LAKES REHABILITATION AND HEALTHCARE CENTER,227 SAND HILL ROAD,GREENSBURG,PA,15601,WESTMORELAND,137,For profit - Corporation,0,0,0,1.70813,0.77865,1.01955,3.50632,"227 SAND HILL ROAD, GREENSBURG, PA, , 15601, USA","227 Sand Hill Rd, Greensburg, PA 15601, USA",-79.4493363,40.281439
375,395502,OAKWOOD HEIGHTS OF PRESBYTERIAN SENIORCARE,10 VO TECH DRIVE,OIL CITY,PA,16301,VENANGO,106,Non profit - Corporation,0,0,0,2.12123,0.71326,0.8791100000000001,3.71361,"10 VO TECH DRIVE, OIL CITY, PA, , 16301, USA","10 Vo-Tech Dr, Oil City, PA 16301, USA",-79.69028809999999,41.426509
376,395506,KADIMA REHABILITATION & NURSING AT PALMYRA,341 NORTH RAILROAD ST,PALMYRA,PA,17078,LEBANON,39,For profit - Corporation,0,0,0,1.85291,0.83895,0.7196100000000001,3.41147,"341 NORTH RAILROAD ST, PALMYRA, PA, , 17078, USA","341 N Railroad St, Palmyra, PA 17078, USA",-76.5997952,40.3116838
377,395507,ELM TERRACE GARDENS,660 NORTH BROAD STREET,LANSDALE,PA,19446,MONTGOMERY,72,Non profit - Other,0,0,0,2.33365,0.86311,0.8023899999999999,3.99914,"660 NORTH BROAD STREET, LANSDALE, PA, , 19446, USA","660 N Broad St, Lansdale, PA 19446, USA",-75.27939599999999,40.2464035
378,395510,GROVE MANOR,435 NORTH BROAD STREET,GROVE CITY,PA,16127,MERCER,59,Non profit - Church related,0,0,0,2.13919,0.56482,0.77052,3.47453,"435 NORTH BROAD STREET, GROVE CITY, PA, , 16127, USA","435 N Broad St, Grove City, PA 16127, USA",-80.0822148,41.1657131
379,395512,MANORCARE HEALTH SERVICES-SUNBURY,901 COURT STREET,SUNBURY,PA,17801,NORTHUMBERLAND,126,For profit - Corporation,0,0,0,1.7811,0.76667,0.45301,3.00077,"901 COURT STREET, SUNBURY, PA, , 17801, USA","901 Court St, Sunbury, PA 17801, USA",-76.78651459999999,40.8590903
380,395514,MAYBROOK HILLS REHABILITATION AND HEALTHCARE CENTER,301 VALLEY VIEW BOULEVARD,ALTOONA,PA,16602,BLAIR,240,For profit - Corporation,0,0,0,2.25463,1.08861,0.41777,3.76101,"301 VALLEY VIEW BOULEVARD, ALTOONA, PA, , 16602, USA","301 Valley View Blvd, Altoona, PA 16602, USA",-78.3759566,40.5148444
381,395515,WILLOWCREST,ALBERT EINSTEIN MED CTR,PHILADELPHIA,PA,19141,PHILADELPHIA,44,Non profit - Corporation,*,6,*,2.45732,0.90971,2.23247,5.5995,"ALBERT EINSTEIN MED CTR, PHILADELPHIA, PA, , 19141, USA","5501 Old York Rd, Philadelphia, PA 19141, USA",-75.14235339999999,40.0366347
382,395518,COURTYARD GARDENS NURSING AND REHABILITATION CENTER,999 WEST HARRISBURG PIKE,MIDDLETOWN,PA,17057,DAUPHIN,102,Non profit - Corporation,5,30,*,2.37184,0.8970600000000001,0.64767,3.91657,"999 WEST HARRISBURG PIKE, MIDDLETOWN, PA, , 17057, USA","999 W Harrisburg Pike, Middletown, PA 17057, USA",-76.7479218,40.2001937
383,395524,"GROVE AT NEW CASTLE, THE",715 HARBOR STREET,NEW CASTLE,PA,16101,LAWRENCE,62,For profit - Corporation,0,0,0,1.98378,1.03712,0.78964,3.81053,"715 HARBOR STREET, NEW CASTLE, PA, , 16101, USA","715 Harbor St, New Castle, PA 16101, USA",-80.36321149999999,41.0090828
384,395526,CHARLES M MORRIS NURSING & REHAB CTR,200 JHF DRIVE,PITTSBURGH,PA,15217,ALLEGHENY,124,Non profit - Corporation,*,0,0,2.07585,1.14069,0.5768300000000001,3.79336,"200 JHF DRIVE, PITTSBURGH, PA, , 15217, USA","200 JHF Dr, Pittsburgh, PA 15217, USA",-79.9198823,40.4137475
385,395530,PRESBYTERIAN HOMES OF THE PRESBYTERY OF HUNTINGDON,220 NEWRY STREET,HOLLIDAYSBURG,PA,16648,BLAIR,67,Non profit - Corporation,0,0,0,2.12045,1.08182,0.75049,3.95277,"220 NEWRY STREET, HOLLIDAYSBURG, PA, , 16648, USA","220 Newry St, Hollidaysburg, PA 16648, USA",-78.39854989999999,40.4261907
386,395533,WINDY HILL VILLAGE OF THE PRESBYTERIAN HOMES,100 DOGWOOD DRIVE,PHILIPSBURG,PA,16866,CENTRE,120,Non profit - Corporation,0,0,0,2.17199,0.91196,0.52671,3.61066,"100 DOGWOOD DRIVE, PHILIPSBURG, PA, , 16866, USA","100 Dogwood Dr, Philipsburg, PA 16866, USA",-78.204205,40.9060971
387,395534,QUALITY LIFE SERVICES - SARVER,126 IRON BRIDGE ROAD,SARVER,PA,16055,BUTLER,66,For profit - Partnership,0,0,0,2.14297,0.42749,0.92816,3.49862,"126 IRON BRIDGE ROAD, SARVER, PA, , 16055, USA","126 Iron Bridge Rd, Sarver, PA 16055, USA",-79.69331290000001,40.7449854
388,395536,EDISON MANOR NURSING & REHAB CENTER,222 WEST EDISON AVENUE,NEW CASTLE,PA,16101,LAWRENCE,118,For profit - Corporation,0,0,0,2.11073,0.92356,0.45878,3.49307,"222 WEST EDISON AVENUE, NEW CASTLE, PA, , 16101, USA","222 W Edison Ave, New Castle, PA 16101, USA",-80.3525099,41.01130630000001
389,395538,"CHESWICK REHABILITATION AND WELLNESS CENTER, LLC",3876 SAXONBURG BOULEVARD,CHESWICK,PA,15024,ALLEGHENY,121,For profit - Corporation,0,0,0,2.04306,0.64969,0.42965,3.1224,"3876 SAXONBURG BOULEVARD, CHESWICK, PA, , 15024, USA","3876 Saxonburg Blvd, Cheswick, PA 15024, USA",-79.87158950000001,40.596952
390,395539,ST. ANNE HOME,685 ANGELA DRIVE,GREENSBURG,PA,15601,WESTMORELAND,155,Non profit - Corporation,0,0,0,2.58849,1.15773,0.69802,4.44424,"685 ANGELA DRIVE, GREENSBURG, PA, , 15601, USA","685 Angela Dr, Greensburg, PA 15601, USA",-79.52808999999999,40.305471
391,395549,SHERWOOD OAKS,100 NORMAN DRIVE,CRANBERRY TOWNSHIP,PA,16066,BUTLER,43,Non profit - Corporation,0,0,0,3.12373,0.15059,1.6919400000000002,4.96626,"100 NORMAN DRIVE, CRANBERRY TOWNSHIP, PA, , 16066, USA","100 Norman Dr, Cranberry Twp, PA 16066, USA",-80.11378169999999,40.6986676
392,395550,DR. ARTHUR CLIFTON MCKINLEY HEALTH CENTER,133 LAURELBROOKE DRIVE,BROOKVILLE,PA,15825,JEFFERSON,90,Non profit - Corporation,0,0,0,2.15174,1.40978,0.63537,4.19689,"133 LAURELBROOKE DRIVE, BROOKVILLE, PA, , 15825, USA","133 Laurelbrooke Dr, Brookville, PA 15825, USA",-79.096713,41.1530703
393,395552,BETHLEN HOME OF THE HUNGARIAN REFORMED FEDERATION OF AMERICA,66 CAREY SCHOOL ROAD,LIGONIER,PA,15658,WESTMORELAND,96,Non profit - Corporation,0,0,0,2.48599,0.8166399999999999,1.04769,4.35032,"66 CAREY SCHOOL ROAD, LIGONIER, PA, , 15658, USA","66 Carey School Rd, Ligonier, PA 15658, USA",-79.23819759999999,40.2554027
394,395555,PENNSBURG MANOR,530 MACOBY STREET,PENNSBURG,PA,18073,MONTGOMERY,120,For profit - Corporation,0,*,0,2.04632,0.45707,0.94305,3.44644,"530 MACOBY STREET, PENNSBURG, PA, , 18073, USA","530 Macoby St, Pennsburg, PA 18073, USA",-75.4934117,40.3969069
395,395556,SHENANDOAH MANOR NSG CTR,101 E. WASHINGTON ST,SHENANDOAH,PA,17976,SCHUYLKILL,124,For profit - Partnership,9,18,*,2.03016,1.03351,0.44718,3.51085,"101 E. WASHINGTON ST, SHENANDOAH, PA, , 17976, USA","101 E Washington St, Shenandoah, PA 17976, USA",-76.19983669999999,40.8243981
396,395560,MASONIC VILLAGE AT ELIZABETHTOWN,ONE MASONIC DRIVE,ELIZABETHTOWN,PA,17022,LANCASTER,453,Non profit - Corporation,*,0,0,2.6623900000000003,0.9323,0.69218,4.28686,"ONE MASONIC DRIVE, ELIZABETHTOWN, PA, , 17022, USA","1 Masonic Dr, Elizabethtown, PA 17022, USA",-76.6122872,40.1444753
397,395561,REFORMED PRESBYTERIAN HOME,2344 PERRYSVILLE AVENUE,PITTSBURGH,PA,15214,ALLEGHENY,58,Non profit - Corporation,0,5,*,2.63457,0.95275,0.75497,4.3422800000000015,"2344 PERRYSVILLE AVENUE, PITTSBURGH, PA, , 15214, USA","2344 Perrysville Ave, Pittsburgh, PA 15214, USA",-80.00956819999999,40.4672908
398,395562,TEL HAI RETIREMENT COMMUNITY,1200 TEL HAI CIRCLE,HONEY BROOK,PA,19344,CHESTER,129,Non profit - Corporation,*,0,0,2.27326,0.98551,0.88694,4.14572,"1200 TEL HAI CIRCLE, HONEY BROOK, PA, , 19344, USA","1200 Tel Hai Cir, Honey Brook, PA 19344, USA",-75.886267,40.062313
399,395563,MORRISONS COVE HOME,429 SOUTH MARKET STREET,MARTINSBURG,PA,16662,BLAIR,124,Non profit - Corporation,0,0,0,2.47058,0.79956,0.73256,4.00271,"429 SOUTH MARKET STREET, MARTINSBURG, PA, , 16662, USA","429 S Market St, Martinsburg, PA 16662, USA",-78.3278581,40.3050981
400,395564,RIVERSIDE HEALTHCARE AND REHABILITATION CENTER,500 WEST HOSPITAL STREET,TAYLOR,PA,18517,LACKAWANNA,142,For profit - Corporation,*,0,0,1.96579,0.92713,0.46722,3.36015,"500 WEST HOSPITAL STREET, TAYLOR, PA, , 18517, USA","500 Hospital St, Taylor, PA 18517, USA",-75.72542829999999,41.3804033
401,395566,HIGHLAND MANOR REHABILITATION AND NURSING CENTER,750 SCHOOLEY AVENUE,EXETER,PA,18643,LUZERNE,120,For profit - Corporation,*,*,0,2.14175,0.8865799999999999,0.65568,3.68401,"750 SCHOOLEY AVENUE, EXETER, PA, , 18643, USA","750 Schooley Ave, Exeter, PA 18643, USA",-75.83346890000001,41.33361740000001
402,395568,JULIA POUND CARE CENTER,1155 INDIAN SPRINGS ROAD,INDIANA,PA,15701,INDIANA,131,Non profit - Corporation,0,0,0,2.1791,1.02734,0.65269,3.85913,"1155 INDIAN SPRINGS ROAD, INDIANA, PA, , 15701, USA","1155 Indian Springs Rd, Indiana, PA 15701, USA",-79.1777427,40.6034048
403,395569,HILLSDALE PARK REHAB CENTER,383 MOUNTAIN VIEW DRIVE,HILLSDALE,PA,15746,INDIANA,74,For profit - Corporation,0,0,0,1.83434,0.82284,0.62772,3.2849,"383 MOUNTAIN VIEW DRIVE, HILLSDALE, PA, , 15746, USA","383 Mountain View Dr, Hillsdale, PA 15746, USA",-78.8882006,40.7451518
404,395570,MILTON REHABILITATION AND NURSING CENTER,743 MAHONING STREET,MILTON,PA,17847,NORTHUMBERLAND,138,For profit - Corporation,0,0,0,2.04252,0.8534,0.51059,3.40651,"743 MAHONING STREET, MILTON, PA, , 17847, USA","743 Mahoning St, Milton, PA 17847, USA",-76.8401802,41.0106916
405,395571,MUNCY PLACE,215 EAST WATER STREET,MUNCY,PA,17756,LYCOMING,138,Non profit - Corporation,0,0,0,2.47387,1.19379,0.92432,4.59198,"215 EAST WATER STREET, MUNCY, PA, , 17756, USA","215 E Water St, Muncy, PA 17756, USA",-76.7752239,41.2097073
406,395572,FAIRVIEW MANOR,900 MANCHESTER ROAD,FAIRVIEW,PA,16415,ERIE,121,For profit - Corporation,0,0,0,1.73514,0.8522799999999999,0.66525,3.25267,"900 MANCHESTER ROAD, FAIRVIEW, PA, , 16415, USA","900 Manchester Rd, Fairview, PA 16415, USA",-80.2289073,42.0683888
407,395575,"GARDENS AT STEVENS, THE",400 LANCASTER AVENUE,STEVENS,PA,17578,LANCASTER,82,For profit - Corporation,0,0,0,2.00802,0.8650899999999999,0.69365,3.56675,"400 LANCASTER AVENUE, STEVENS, PA, , 17578, USA","400 Lancaster Ave, Denver, PA 17517, USA",-76.1482568,40.2232145
408,395577,PREMIER WASHINGTON REHABILITATION AND NURSING CENTER,36 OLD HICKORY RIDGE RD,WASHINGTON,PA,15301,WASHINGTON,288,For profit - Partnership,0,0,0,1.94433,0.95547,0.6229,3.52271,"36 OLD HICKORY RIDGE RD, WASHINGTON, PA, , 15301, USA","36 Old Hickory Ridge Rd, Washington, PA 15301, USA",-80.25328139999999,40.2132284
409,395581,ALLIED SERVICES CENTER CITY SKILLED NURISNG,80 E. NORTHAMPTON STREET,WILKES BARRE,PA,18701,LUZERNE,50,Non profit - Church related,0,0,0,2.62511,0.65508,0.80001,4.08021,"80 E. NORTHAMPTON STREET, WILKES BARRE, PA, , 18701, USA","80 E Northampton St, Wilkes-Barre, PA 18701, USA",-75.88271449999999,41.2424239
410,395583,SOUTH MOUNTAIN RESTORATION CTR,BUILDING #1,SOUTH MOUNTAIN,PA,17261,FRANKLIN,159,Government - State,0,0,0,2.41532,1.0032,1.08818,4.50671,"BUILDING #1, SOUTH MOUNTAIN, PA, , 17261, USA","US-1, Pennsylvania, USA",-76.6481495,39.3098354
411,395585,TRANSITIONS HEALTHCARE NORTH HUNTINGDON,8850 BARNES LAKE ROAD,NORTH HUNTINGDON,PA,15642,WESTMORELAND,120,For profit - Partnership,*,0,0,1.99685,0.6329,0.74093,3.37068,"8850 BARNES LAKE ROAD, NORTH HUNTINGDON, PA, , 15642, USA","8850 Barnes Lake Rd, Irwin, PA 15642, USA",-79.69112109999999,40.3152331
412,395586,BRADFORD COUNTY MANOR,15900 ROUTE 6,TROY,PA,16947,BRADFORD,200,Government - County,0,0,0,2.66754,0.99887,0.42852,4.0949300000000015,"15900 ROUTE 6, TROY, PA, , 16947, USA","15900 US-6, Troy, PA 16947, USA",-76.62281399999999,41.7760508
413,395587,MEADOWS NURSING AND REHABILITATION CENTER,4 EAST CENTER STREET,DALLAS,PA,18612,LUZERNE,130,Non profit - Corporation,0,0,0,2.06164,1.0197,0.75105,3.83239,"4 EAST CENTER STREET, DALLAS, PA, , 18612, USA","4 E Center Hill Rd, Dallas, PA 18612, USA",-75.96678,41.3416652
414,395588,ARISTACARE AT PARK AVENUE,14714 PARK AVE EXTENSION,MEADVILLE,PA,16335,CRAWFORD,173,For profit - Corporation,0,0,0,1.7317900000000002,1.19128,0.4587100000000001,3.3817699999999995,"14714 PARK AVE EXTENSION, MEADVILLE, PA, , 16335, USA","14714 Park Ave Ext, Meadville, PA 16335, USA",-80.1422042,41.6730896
415,395589,MOUNT CARMEL NURSING & REHABILITATION CENTER,2616 LOCUST GAP HIGHWAY,MT CARMEL,PA,17851,NORTHUMBERLAND,121,For profit - Partnership,0,0,0,2.05796,1.11334,0.54965,3.72095,"2616 LOCUST GAP HIGHWAY, MT CARMEL, PA, , 17851, USA","2616 Locust Gap Hwy, Mt Carmel, PA 17851, USA",-76.4234845,40.7939884
416,395590,KADIMA REHABILITATION & NURSING AT LITITZ,125 SOUTH BROAD STREET,LITITZ,PA,17543,LANCASTER,42,For profit - Partnership,0,0,0,1.91984,0.80893,0.8710600000000001,3.5998300000000003,"125 SOUTH BROAD STREET, LITITZ, PA, , 17543, USA","125 S Broad St, Lititz, PA 17543, USA",-76.3067829,40.1545837
417,395591,LUTHER CREST NURSING FACILITY,800 HAUSMAN ROAD,ALLENTOWN,PA,18104,LEHIGH,60,Non profit - Corporation,*,13,*,0.97816,0.49851,0.41051,1.88718,"800 HAUSMAN ROAD, ALLENTOWN, PA, , 18104, USA","800 Hausman Rd, Allentown, PA 18104, USA",-75.562331,40.59518449999999
418,395592,HAIDA HEALTHCARE AND REHABILITATION CENTER,397  THIRD AVENUE EXTENSION,HASTINGS,PA,16646,CAMBRIA,98,For profit - Corporation,0,0,0,1.82698,0.75481,0.68584,3.26763,"397  THIRD AVENUE EXTENSION, HASTINGS, PA, , 16646, USA","397 3rd Ave, Hastings, PA 16646, USA",-78.7037204,40.65994269999999
419,395593,QUALITY LIFE SERVICES - GROVE CITY,400 HILLCREST AVENUE,GROVE CITY,PA,16127,MERCER,109,For profit - Partnership,0,0,0,1.67555,0.81361,0.5958600000000001,3.08501,"400 HILLCREST AVENUE, GROVE CITY, PA, , 16127, USA","400 Hillcrest Ave, Grove City, PA 16127, USA",-80.0855014,41.1669142
420,395594,OIL CITY HEALTHCARE AND REHABILITATION CENTER,1293 GRANDVIEW ROAD,OIL CITY,PA,16301,VENANGO,95,For profit - Corporation,0,0,0,1.71203,1.02118,0.46395,3.19716,"1293 GRANDVIEW ROAD, OIL CITY, PA, , 16301, USA","1293 Grandview Rd, Oil City, PA 16301, USA",-79.6669027,41.4622342
421,395596,BRIDGEVILLE REHABILITATION & CARE CENTER,3590 WASHINGTON PIKE,BRIDGEVILLE,PA,15017,ALLEGHENY,194,For profit - Corporation,*,0,0,1.84471,0.8664,0.48877,3.19988,"3590 WASHINGTON PIKE, BRIDGEVILLE, PA, , 15017, USA","3590 Washington Pike, Bridgeville, PA 15017, USA",-80.14038459999999,40.3261612
422,395597,PICKERING MANOR HOME,226 NORTH LINCOLN AVE,NEWTOWN,PA,18940,BUCKS,47,Non profit - Corporation,*,0,0,3.3185,0.47849,0.99379,4.790780000000002,"226 NORTH LINCOLN AVE, NEWTOWN, PA, , 18940, USA","226 N Lincoln Ave, Newtown, PA 18940, USA",-74.931377,40.234513
423,,,316 EAST MARKET STREET,BETHLEHEM,PA,18018,,44,For profit - Corporation,,,,,,,,"316 EAST MARKET STREET, BETHLEHEM, PA, , 18018, USA","316 E Market St, Bethlehem, PA 18018, USA",-75.3700929,40.62030610000001
424,395602,"WESLEY VILLAGE, THE",209 ROBERTS ROAD,PITTSTON,PA,18640,LUZERNE,183,Non profit - Corporation,0,0,0,2.11232,1.20577,0.7387600000000001,4.05685,"209 ROBERTS ROAD, PITTSTON, PA, , 18640, USA","209 Roberts Rd, Jenkins Township, PA 18640, USA",-75.8153533,41.2953893
425,395604,GREENSBURG CARE CENTER,119 INDUSTRIAL PARK ROAD,GREENSBURG,PA,15601,WESTMORELAND,120,For profit - Partnership,0,0,0,1.7994599999999998,0.72127,0.81767,3.33841,"119 INDUSTRIAL PARK ROAD, GREENSBURG, PA, , 15601, USA","119 Industrial Park Rd, Greensburg, PA 15601, USA",-79.4908647,40.3090419
